testing_subject,accuracy,run_note
18,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
2,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
93,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
57,0.6000000238418579,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
48,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
24,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
35,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
28,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
91,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
39,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
55,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
102,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
17,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
106,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
51,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
96,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
27,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
103,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
3,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
42,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
73,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
62,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
26,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
49,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
6,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
84,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
11,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
13,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
101,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
44,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
12,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
70,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
105,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
33,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
30,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
83,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
64,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
47,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
78,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
98,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
10,0.6000000238418579,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
74,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
65,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
53,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
45,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
79,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
54,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
15,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
23,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
86,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
19,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
58,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
1,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
63,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
60,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
5,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
90,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
95,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
38,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
87,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
40,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
20,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
52,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
69,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
36,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
37,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
99,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
29,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
8,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
109,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
34,0.800000011920929,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
21,1.0,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_90_10_not_reg_2_run_2
